email_id,sender_domain_reputation_score,sender_temp_email_likelihood,content_profanity_score,content_urgency_score,content_suspicious_phrases_count,content_personal_info_requests,sender_domain_age_days,sender_suspicious_tld,ip_geolocation_risk,sender_email_length,recipient_interaction_history,attachment_types,attachment_count,url_shorteners_used,domain_in_subject,time_of_day_sent,bulk_email_indicators,reply_to_mismatch,grammar_errors_count,caps_lock_percentage,special_char_frequency,encoding_anomalies,header_anomalies,authentication_misalignment,recipient_count,cc_bcc_ratio,embedded_images_count,script_tags_present,form_elements_present,link_text_mismatch,domain_typosquatting,brand_impersonation_score,urgency_keywords,financial_keywords_count,offer_keywords_count,threat_keywords_count,html_complexity_score,text_html_ratio,attachment_hash_suspicious,macro_enabled_files,executable_attachments,archive_files_present,attachment_size_mb,sender_frequency_24h,recipient_frequency_24h,bounce_rate,domain_freshness_days,spf_record_exists,dkim_signature_present,dmarc_policy,ip_reputation_score,sender_email_free_provider,recipient_domain_match,link_redirect_chains,url_domain_mismatch,ssl_certificate_valid,days_since_domain_registered,email_client_suspicious,language_mismatch,geo_location_mismatch,time_zone_mismatch,duplicate_recipients,max_metadata_suspicious_score,total_embedded_file_count,max_suspicious_string_entropy_score,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,request_type,spf_result,dkim_result,dmarc_result,dmarc_enforced,Classification
email_011,0.87,0.07,0.03,0.20,1,0,1823,0,0.14,24,1,none,0,0,0,15,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.24,0.39,0,0,0,0,0,3,2,0.03,1823,1,1,reject,0.89,0,1,0,0,1,1823,0,0,0,0,0,0.09,0,1,0.83,0.87,0.85,meeting_request,pass,pass,pass,1,No Action
email_012,0.93,0.03,0.01,0.09,0,0,3456,0,0.08,20,1,xlsx,1,0,0,10,0,0,0,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.17,0.46,0,0,0,0,1.1,1,1,0.01,3456,1,1,quarantine,0.95,0,1,0,0,1,3456,0,0,0,0,0,0.04,1,0,0.90,0.93,0.92,document_download,pass,pass,pass,1,No Action
email_013,0.85,0.09,0.04,0.24,1,0,1234,0,0.16,26,1,none,0,0,0,11,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,0,0,0,0.28,0.36,0,0,0,0,0,3,2,0.04,1234,1,1,reject,0.86,0,1,0,0,1,1234,0,0,0,0,0,0.10,0,0,0.81,0.85,0.83,none,pass,pass,pass,1,No Action
email_014,0.96,0.01,0.00,0.04,0,0,4123,0,0.04,18,1,pdf,1,0,0,9,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.14,0.52,0,0,0,0,2.1,1,1,0.00,4123,1,1,quarantine,0.98,0,1,0,0,1,4123,0,0,0,0,0,0.02,1,0,0.94,0.97,0.96,document_download,pass,pass,pass,1,No Action
email_015,0.82,0.12,0.06,0.30,2,0,789,0,0.19,29,0,none,0,0,0,18,1,0,3,0.07,0.08,0,0,0,2,0.1,0,0,0,0,0,0.07,2,1,0,0,0.35,0.32,0,0,0,0,0,4,3,0.07,789,1,1,reject,0.79,0,0,0,0,1,789,0,0,0,0,0,0.11,0,1,0.77,0.80,0.78,none,pass,pass,pass,1,No Action
email_016,0.89,0.05,0.02,0.15,0,0,2901,0,0.12,22,1,docx,1,0,0,13,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.19,0.44,0,0,0,0,0.8,2,1,0.02,2901,1,1,quarantine,0.91,0,1,0,0,1,2901,0,0,0,0,0,0.08,1,0,0.85,0.89,0.87,document_download,pass,pass,pass,1,No Action
email_017,0.86,0.08,0.03,0.22,1,0,1567,0,0.15,25,1,none,0,0,0,16,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.26,0.38,0,0,0,0,0,3,2,0.03,1567,1,1,reject,0.88,0,1,0,0,1,1567,0,0,0,0,0,0.10,0,1,0.82,0.86,0.84,meeting_request,pass,pass,pass,1,No Action
email_018,0.92,0.03,0.01,0.08,0,0,3678,0,0.07,19,1,xlsx,1,0,0,11,0,0,0,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.16,0.47,0,0,0,0,1.3,1,1,0.01,3678,1,1,quarantine,0.94,0,1,0,0,1,3678,0,0,0,0,0,0.05,1,0,0.89,0.92,0.91,document_download,pass,pass,pass,1,No Action
email_019,0.84,0.10,0.05,0.26,2,0,1098,0,0.17,27,0,none,0,0,0,12,0,0,3,0.05,0.06,0,0,0,1,0,0,0,0,0,0,0.05,1,1,0,0,0.31,0.34,0,0,0,0,0,4,3,0.05,1098,1,1,reject,0.82,0,1,0,0,1,1098,0,0,0,0,0,0.11,0,0,0.80,0.84,0.82,none,pass,pass,pass,1,No Action
email_020,0.91,0.04,0.02,0.11,0,0,2345,0,0.10,21,1,pdf,1,0,0,14,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.18,0.45,0,0,0,0,0.9,2,1,0.02,2345,1,1,quarantine,0.93,0,1,0,0,1,2345,0,0,0,0,0,0.06,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_021,0.87,0.07,0.03,0.19,1,0,1789,0,0.13,24,1,none,0,0,0,10,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,0,0,0,0,0.23,0.40,0,0,0,0,0,3,2,0.03,1789,1,1,reject,0.89,0,1,0,0,1,1789,0,0,0,0,0,0.09,0,0,0.83,0.87,0.85,meeting_request,pass,pass,pass,1,No Action
email_022,0.93,0.02,0.01,0.07,0,0,3567,0,0.06,19,1,docx,1,0,0,8,0,0,0,0.01,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.15,0.49,0,0,0,0,1.4,1,1,0.01,3567,1,1,quarantine,0.95,0,1,0,0,1,3567,0,0,0,0,0,0.04,1,0,0.90,0.93,0.92,document_download,pass,pass,pass,1,No Action
email_023,0.85,0.09,0.04,0.23,1,0,1345,0,0.15,26,1,none,0,0,0,15,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,0,0,0,0.27,0.37,0,0,0,0,0,3,2,0.04,1345,1,1,reject,0.87,0,1,0,0,1,1345,0,0,0,0,0,0.10,0,1,0.81,0.85,0.83,none,pass,pass,pass,1,No Action
email_024,0.96,0.01,0.00,0.03,0,0,4234,0,0.03,17,1,xlsx,1,0,0,12,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.13,0.53,0,0,0,0,2.2,1,1,0.00,4234,1,1,quarantine,0.98,0,1,0,0,1,4234,0,0,0,0,0,0.01,1,0,0.94,0.97,0.96,document_download,pass,pass,pass,1,No Action
email_025,0.82,0.11,0.06,0.29,2,0,876,0,0.18,28,0,none,0,0,0,17,1,0,3,0.06,0.07,0,0,0,2,0.1,0,0,0,0,0,0.06,2,1,0,0,0.34,0.33,0,0,0,0,0,4,3,0.06,876,1,1,reject,0.79,0,0,0,0,1,876,0,0,0,0,0,0.11,0,1,0.77,0.81,0.79,none,pass,pass,pass,1,No Action
email_026,0.90,0.04,0.02,0.13,0,0,2789,0,0.11,22,1,pdf,1,0,0,9,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.17,0.46,0,0,0,0,0.7,2,1,0.02,2789,1,1,quarantine,0.92,0,1,0,0,1,2789,0,0,0,0,0,0.07,1,0,0.86,0.90,0.88,document_download,pass,pass,pass,1,No Action
email_027,0.86,0.08,0.03,0.21,1,0,1678,0,0.14,25,1,none,0,0,0,13,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.25,0.39,0,0,0,0,0,3,2,0.03,1678,1,1,reject,0.88,0,1,0,0,1,1678,0,0,0,0,0,0.09,0,0,0.82,0.86,0.84,meeting_request,pass,pass,pass,1,No Action
email_028,0.94,0.02,0.00,0.06,0,0,3890,0,0.05,18,1,docx,1,0,0,11,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.14,0.50,0,0,0,0,1.6,1,1,0.00,3890,1,1,quarantine,0.96,0,1,0,0,1,3890,0,0,0,0,0,0.03,1,0,0.91,0.94,0.93,document_download,pass,pass,pass,1,No Action
email_029,0.83,0.10,0.05,0.27,2,0,987,0,0.17,27,0,none,0,0,0,16,0,0,3,0.05,0.06,0,0,0,2,0,0,0,0,0,0,0.05,1,1,0,0,0.32,0.35,0,0,0,0,0,4,3,0.05,987,1,1,reject,0.80,0,0,0,0,1,987,0,0,0,0,0,0.10,0,1,0.79,0.83,0.81,none,pass,pass,pass,1,No Action
email_030,0.91,0.04,0.01,0.10,0,0,2456,0,0.09,20,1,xlsx,1,0,0,14,0,0,1,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.16,0.48,0,0,0,0,1.0,2,1,0.01,2456,1,1,quarantine,0.93,0,1,0,0,1,2456,0,0,0,0,0,0.05,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_031,0.88,0.06,0.02,0.18,1,0,1890,0,0.13,23,1,none,0,0,0,12,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.02,0,0,0,0,0.22,0.41,0,0,0,0,0,2,1,0.02,1890,1,1,reject,0.90,0,1,0,0,1,1890,0,0,0,0,0,0.08,0,1,0.84,0.88,0.86,meeting_request,pass,pass,pass,1,No Action
email_032,0.95,0.01,0.00,0.05,0,0,4012,0,0.04,17,1,pdf,1,0,0,10,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.13,0.51,0,0,0,0,1.8,1,1,0.00,4012,1,1,quarantine,0.97,0,1,0,0,1,4012,0,0,0,0,0,0.02,1,0,0.93,0.96,0.95,document_download,pass,pass,pass,1,No Action
email_033,0.84,0.09,0.04,0.25,2,0,1123,0,0.16,26,1,none,0,0,0,18,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,1,0,0,0.29,0.36,0,0,0,0,0,3,2,0.04,1123,1,1,reject,0.85,0,1,0,0,1,1123,0,0,0,0,0,0.10,0,0,0.80,0.84,0.82,none,pass,pass,pass,1,No Action
email_034,0.92,0.03,0.01,0.08,0,0,3234,0,0.07,19,1,docx,1,0,0,8,0,0,0,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.15,0.49,0,0,0,0,1.2,1,1,0.01,3234,1,1,quarantine,0.94,0,1,0,0,1,3234,0,0,0,0,0,0.04,1,0,0.89,0.92,0.91,document_download,pass,pass,pass,1,No Action
email_035,0.85,0.08,0.04,0.23,1,0,1456,0,0.15,25,1,none,0,0,0,15,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,0,0,0,0.26,0.38,0,0,0,0,0,3,2,0.04,1456,1,1,reject,0.87,0,1,0,0,1,1456,0,0,0,0,0,0.09,0,1,0.81,0.85,0.83,meeting_request,pass,pass,pass,1,No Action
email_036,0.96,0.00,0.00,0.04,0,0,4345,0,0.03,16,1,xlsx,1,0,0,11,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.12,0.54,0,0,0,0,2.3,1,1,0.00,4345,1,1,quarantine,0.99,0,1,0,0,1,4345,0,0,0,0,0,0.01,1,0,0.95,0.98,0.97,document_download,pass,pass,pass,1,No Action
email_037,0.82,0.11,0.06,0.28,2,0,943,0,0.18,28,0,none,0,0,0,17,1,0,3,0.06,0.07,0,0,0,2,0.1,0,0,0,0,0,0.06,2,1,0,0,0.33,0.34,0,0,0,0,0,4,3,0.06,943,1,1,reject,0.79,0,0,0,0,1,943,0,0,0,0,0,0.11,0,1,0.77,0.81,0.79,none,pass,pass,pass,1,No Action
email_038,0.89,0.05,0.02,0.14,0,0,2567,0,0.11,21,1,pdf,1,0,0,13,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.18,0.45,0,0,0,0,0.8,2,1,0.02,2567,1,1,quarantine,0.91,0,1,0,0,1,2567,0,0,0,0,0,0.07,1,0,0.85,0.89,0.87,document_download,pass,pass,pass,1,No Action
email_039,0.87,0.07,0.03,0.20,1,0,1745,0,0.14,24,1,none,0,0,0,9,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.24,0.40,0,0,0,0,0,3,2,0.03,1745,1,1,reject,0.89,0,1,0,0,1,1745,0,0,0,0,0,0.09,0,0,0.83,0.87,0.85,meeting_request,pass,pass,pass,1,No Action
email_040,0.93,0.02,0.01,0.07,0,0,3678,0,0.06,18,1,docx,1,0,0,12,0,0,0,0.01,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.14,0.50,0,0,0,0,1.5,1,1,0.01,3678,1,1,quarantine,0.95,0,1,0,0,1,3678,0,0,0,0,0,0.04,1,0,0.90,0.93,0.92,document_download,pass,pass,pass,1,No Action
email_041,0.84,0.10,0.05,0.24,2,0,1067,0,0.16,26,0,none,0,0,0,16,0,0,3,0.05,0.06,0,0,0,1,0,0,0,0,0,0,0.05,1,1,0,0,0.30,0.35,0,0,0,0,0,4,3,0.05,1067,1,1,reject,0.82,0,1,0,0,1,1067,0,0,0,0,0,0.10,0,1,0.78,0.82,0.80,none,pass,pass,pass,1,No Action
email_042,0.91,0.04,0.01,0.11,0,0,2789,0,0.09,20,1,xlsx,1,0,0,10,0,0,1,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.16,0.47,0,0,0,0,1.1,2,1,0.01,2789,1,1,quarantine,0.93,0,1,0,0,1,2789,0,0,0,0,0,0.05,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_043,0.86,0.08,0.03,0.21,1,0,1612,0,0.14,24,1,none,0,0,0,14,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.25,0.39,0,0,0,0,0,3,2,0.03,1612,1,1,reject,0.88,0,1,0,0,1,1612,0,0,0,0,0,0.09,0,1,0.82,0.86,0.84,meeting_request,pass,pass,pass,1,No Action
email_044,0.94,0.02,0.00,0.06,0,0,3901,0,0.05,17,1,pdf,1,0,0,11,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.13,0.51,0,0,0,0,1.7,1,1,0.00,3901,1,1,quarantine,0.96,0,1,0,0,1,3901,0,0,0,0,0,0.03,1,0,0.91,0.94,0.93,document_download,pass,pass,pass,1,No Action
email_045,0.83,0.10,0.05,0.26,2,0,1012,0,0.17,27,0,none,0,0,0,15,0,0,3,0.05,0.06,0,0,0,2,0,0,0,0,0,0,0.05,1,1,0,0,0.31,0.34,0,0,0,0,0,4,3,0.05,1012,1,1,reject,0.80,0,0,0,0,1,1012,0,0,0,0,0,0.10,0,0,0.77,0.81,0.79,none,pass,pass,pass,1,No Action
email_046,0.90,0.05,0.02,0.13,0,0,2678,0,0.11,21,1,docx,1,0,0,8,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.17,0.46,0,0,0,0,0.9,2,1,0.02,2678,1,1,quarantine,0.92,0,1,0,0,1,2678,0,0,0,0,0,0.06,1,0,0.86,0.90,0.88,document_download,pass,pass,pass,1,No Action
email_047,0.87,0.07,0.03,0.19,1,0,1834,0,0.13,23,1,none,0,0,0,13,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.23,0.40,0,0,0,0,0,3,2,0.03,1834,1,1,reject,0.89,0,1,0,0,1,1834,0,0,0,0,0,0.08,0,0,0.83,0.87,0.85,meeting_request,pass,pass,pass,1,No Action
email_048,0.95,0.01,0.00,0.04,0,0,4123,0,0.03,16,1,xlsx,1,0,0,9,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.12,0.52,0,0,0,0,1.9,1,1,0.00,4123,1,1,quarantine,0.97,0,1,0,0,1,4123,0,0,0,0,0,0.02,1,0,0.93,0.96,0.95,document_download,pass,pass,pass,1,No Action
email_049,0.82,0.12,0.06,0.29,2,0,898,0,0.18,28,0,none,0,0,0,18,1,0,3,0.06,0.07,0,0,0,2,0.1,0,0,0,0,0,0.06,2,1,0,0,0.34,0.33,0,0,0,0,0,4,3,0.06,898,1,1,reject,0.78,0,0,0,0,1,898,0,0,0,0,0,0.11,0,1,0.76,0.80,0.78,none,pass,pass,pass,1,No Action
email_050,0.91,0.04,0.01,0.12,0,0,2901,0,0.10,20,1,pdf,1,0,0,14,0,0,1,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.16,0.48,0,0,0,0,1.0,2,1,0.01,2901,1,1,quarantine,0.93,0,1,0,0,1,2901,0,0,0,0,0,0.05,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_051,0.88,0.06,0.02,0.17,1,0,1956,0,0.12,23,1,none,0,0,0,11,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.02,0,0,0,0,0.21,0.42,0,0,0,0,0,2,1,0.02,1956,1,1,reject,0.90,0,1,0,0,1,1956,0,0,0,0,0,0.08,0,1,0.84,0.88,0.86,meeting_request,pass,pass,pass,1,No Action
email_052,0.93,0.03,0.01,0.08,0,0,3456,0,0.07,18,1,docx,1,0,0,10,0,0,0,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.15,0.49,0,0,0,0,1.3,1,1,0.01,3456,1,1,quarantine,0.95,0,1,0,0,1,3456,0,0,0,0,0,0.04,1,0,0.90,0.93,0.92,document_download,pass,pass,pass,1,No Action
email_053,0.85,0.09,0.04,0.23,1,0,1234,0,0.15,25,1,none,0,0,0,16,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,0,0,0,0.27,0.37,0,0,0,0,0,3,2,0.04,1234,1,1,reject,0.87,0,1,0,0,1,1234,0,0,0,0,0,0.09,0,0,0.81,0.85,0.83,none,pass,pass,pass,1,No Action
email_054,0.96,0.01,0.00,0.03,0,0,4234,0,0.02,15,1,xlsx,1,0,0,12,0,0,0,0.00,0.00,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.11,0.55,0,0,0,0,2.4,1,1,0.00,4234,1,1,quarantine,0.98,0,1,0,0,1,4234,0,0,0,0,0,0.01,1,0,0.94,0.97,0.96,document_download,pass,pass,pass,1,No Action
email_055,0.82,0.13,0.07,0.31,3,0,732,0,0.20,30,0,none,0,0,0,17,1,0,4,0.07,0.08,0,0,0,3,0.1,0,0,0,0,0,0.07,2,1,1,0,0.37,0.31,0,0,0,0,0,5,4,0.07,732,1,1,reject,0.77,0,0,0,0,1,732,0,0,0,0,0,0.11,0,1,0.76,0.79,0.77,none,pass,pass,pass,1,No Action
email_056,0.90,0.05,0.02,0.14,0,0,2789,0,0.11,21,1,pdf,1,0,0,9,0,0,1,0.02,0.03,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.17,0.47,0,0,0,0,0.7,2,1,0.02,2789,1,1,quarantine,0.92,0,1,0,0,1,2789,0,0,0,0,0,0.06,1,0,0.86,0.90,0.88,document_download,pass,pass,pass,1,No Action
email_057,0.86,0.08,0.03,0.21,1,0,1678,0,0.14,24,1,none,0,0,0,15,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.25,0.38,0,0,0,0,0,3,2,0.03,1678,1,1,reject,0.88,0,1,0,0,1,1678,0,0,0,0,0,0.09,0,1,0.82,0.86,0.84,meeting_request,pass,pass,pass,1,No Action
email_058,0.94,0.02,0.00,0.06,0,0,3890,0,0.05,17,1,docx,1,0,0,13,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.13,0.51,0,0,0,0,1.6,1,1,0.00,3890,1,1,quarantine,0.96,0,1,0,0,1,3890,0,0,0,0,0,0.03,1,0,0.91,0.94,0.93,document_download,pass,pass,pass,1,No Action
email_059,0.83,0.11,0.05,0.26,2,0,965,0,0.17,27,0,none,0,0,0,12,0,0,3,0.05,0.06,0,0,0,2,0,0,0,0,0,0,0.05,1,1,0,0,0.31,0.34,0,0,0,0,0,4,3,0.05,965,1,1,reject,0.80,0,0,0,0,1,965,0,0,0,0,0,0.10,0,0,0.78,0.82,0.80,none,pass,pass,pass,1,No Action
email_060,0.91,0.04,0.01,0.10,0,0,2456,0,0.09,19,1,xlsx,1,0,0,8,0,0,1,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.15,0.49,0,0,0,0,1.1,2,1,0.01,2456,1,1,quarantine,0.93,0,1,0,0,1,2456,0,0,0,0,0,0.05,1,0,0.87,0.91,0.89,document_download,pass,pass,pass,1,No Action
email_061,0.87,0.07,0.03,0.19,1,0,1801,0,0.13,23,1,none,0,0,0,14,0,0,2,0.03,0.04,0,0,0,1,0,0,0,0,0,0,0.03,1,0,0,0,0.23,0.40,0,0,0,0,0,3,2,0.03,1801,1,1,reject,0.89,0,1,0,0,1,1801,0,0,0,0,0,0.08,0,0,0.83,0.87,0.85,meeting_request,pass,pass,pass,1,No Action
email_062,0.95,0.01,0.00,0.04,0,0,4012,0,0.04,16,1,pdf,1,0,0,10,0,0,0,0.00,0.01,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0.12,0.52,0,0,0,0,1.8,1,1,0.00,4012,1,1,quarantine,0.97,0,1,0,0,1,4012,0,0,0,0,0,0.02,1,0,0.93,0.96,0.95,document_download,pass,pass,pass,1,No Action
email_063,0.84,0.10,0.04,0.24,2,0,1089,0,0.16,26,1,none,0,0,0,11,0,0,2,0.04,0.05,0,0,0,1,0,0,0,0,0,0,0.04,1,1,0,0,0.29,0.36,0,0,0,0,0,3,2,0.04,1089,1,1,reject,0.85,0,1,0,0,1,1089,0,0,0,0,0,0.10,0,1,0.80,0.84,0.82,none,pass,pass,pass,1,No Action
email_064,0.92,0.03,0.01,0.08,0,0,3345,0,0.07,18,1,docx,1,0,0,12,0,0,0,0.01,0.02,0,0,0,1,0,0,0,0,0,0,0.01,0,0,0,0,0.14,0.50,0,0,0,0,1.4,1,1,0.01,3345,1,1,quarantine,0.94,0,1,0,0,1,3345,0,0,0,0,0,0.04,1,0,0.89,0.92,0.91,document_download,pass,pass,pass,1,No Action
