sender_known_malicious,sender_domain_reputation_score,sender_spoof_detected,sender_temp_email_likelihood,dmarc_enforced,packer_detected,any_file_hash_malicious,max_metadata_suspicious_score,malicious_attachment_count,has_executable_attachment,unscannable_attachment_present,total_components_detected_malicious,total_yara_match_count,total_ioc_count,max_behavioral_sandbox_score,max_amsi_suspicion_score,any_macro_enabled_document,any_vbscript_javascript_detected,any_active_x_objects_detected,any_network_call_on_open,max_exfiltration_behavior_score,any_exploit_pattern_detected,total_embedded_file_count,max_suspicious_string_entropy_score,max_sandbox_execution_time,unique_parent_process_names,return_path_mismatch_with_from,return_path_known_malicious,return_path_reputation_score,reply_path_known_malicious,reply_path_diff_from_sender,reply_path_reputation_score,smtp_ip_known_malicious,smtp_ip_geo,smtp_ip_asn,smtp_ip_reputation_score,domain_known_malicious,url_count,dns_morphing_detected,domain_tech_stack_match_score,is_high_risk_role_targeted,sender_name_similarity_to_vip,urgency_keywords_present,request_type,content_spam_score,user_marked_as_spam_before,bulk_message_indicator,unsubscribe_link_present,marketing_keywords_detected,html_text_ratio,image_only_email,spf_result,dkim_result,dmarc_result,reverse_dns_valid,tls_version,total_links_detected,url_shortener_detected,url_redirect_chain_length,final_url_known_malicious,url_decoded_spoof_detected,url_reputation_score,ssl_validity_status,site_visual_similarity_to_known_brand,url_rendering_behavior_score,link_rewritten_through_redirector,token_validation_success,Analysis of the qrcode if present,Classification
0,0.86,0,0.07,1,0,0,0.05,0,0,0,0,0,0,0.04,0.0,0,0,0,0,0.0,0,1,1,1.0,NULL,0,0,0.87,0,0,0.85,0,0.88,0.87,0.89,0,2,0,0.90,0,0.0,0,none,0.05,0,0,0,0.03,0.84,0,pass,pass,pass,1,TLS 1.2,2,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.92,0,0.03,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,1,0,0.4,NULL,0,0,0.93,0,0,0.91,0,0.94,0.92,0.95,0,1,0,0.96,0,0.0,0,document_download,0.02,0,0,0,0.01,0.90,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.93,valid,0.0,0.0,0,1,2,No Action
0,0.82,0,0.12,1,0,0,0.09,0,0,0,0,0,0,0.06,0.0,0,0,0,0,0.0,0,0,0,1.2,NULL,0,0,0.83,0,0,0.84,0,0.81,0.82,0.85,0,4,0,0.86,0,0.0,0,meeting_request,0.08,0,0,0,0.05,0.81,0,pass,pass,pass,1,TLS 1.3,4,0,0,0,0,0.87,valid,0.0,0.0,0,1,2,No Action
0,0.95,0,0.01,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,1,0.3,NULL,0,0,0.96,0,0,0.94,0,0.97,0.95,0.98,0,0,0,0.99,0,0.0,0,none,0.01,0,0,0,0.0,0.93,0,pass,pass,pass,1,TLS 1.2,0,0,0,0,0,0.96,valid,0.0,0.0,0,1,2,No Action
0,0.87,0,0.06,1,0,0,0.04,0,0,0,0,0,0,0.03,0.0,0,0,0,0,0.0,0,1,0,0.7,NULL,0,0,0.88,0,0,0.86,0,0.89,0.88,0.90,0,2,0,0.91,0,0.0,0,document_download,0.04,0,0,0,0.03,0.85,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,0.92,valid,0.0,0.0,0,1,2,No Action
0,0.96,0,0.0,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.2,NULL,0,0,0.97,0,0,0.95,0,0.98,0.96,0.99,0,0,0,1.0,0,0.0,0,meeting_request,0.0,0,0,0,0.0,0.94,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.97,valid,0.0,0.0,0,1,2,No Action
0,0.84,0,0.09,1,0,0,0.07,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0.0,0,1,1,1.1,NULL,0,0,0.85,0,0,0.83,0,0.86,0.85,0.87,0,3,0,0.88,0,0.0,0,none,0.06,0,0,0,0.04,0.82,0,pass,pass,pass,1,TLS 1.2,3,0,0,0,0,0.89,valid,0.0,0.0,0,1,2,No Action
0,0.91,0,0.03,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,0,0,0.5,NULL,0,0,0.92,0,0,0.90,0,0.93,0.91,0.94,0,1,0,0.95,0,0.0,0,document_download,0.02,0,0,0,0.01,0.89,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.93,valid,0.0,0.0,0,1,2,No Action
0,0.83,0,0.10,1,0,0,0.08,0,0,0,0,0,0,0.06,0.0,0,0,0,0,0.0,0,0,1,1.0,NULL,0,0,0.84,0,0,0.82,0,0.85,0.84,0.86,0,4,0,0.87,0,0.0,0,meeting_request,0.07,0,0,0,0.05,0.81,0,pass,pass,pass,1,TLS 1.3,4,0,0,0,0,0.88,valid,0.0,0.0,0,1,2,No Action
0,0.98,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,1,1,0.1,NULL,0,0,0.99,0,0,0.97,0,0.99,0.98,1.0,0,0,0,0.99,0,0.0,0,none,0.0,0,0,0,0.0,0.96,0,pass,pass,pass,1,TLS 1.2,0,0,0,0,0,0.99,valid,0.0,0.0,0,1,2,No Action
0,0.88,0,0.05,1,0,0,0.04,0,0,0,0,0,0,0.03,0.0,0,0,0,0,0.0,0,1,0,0.8,NULL,0,0,0.89,0,0,0.87,0,0.90,0.89,0.91,0,2,0,0.92,0,0.0,0,document_download,0.04,0,0,0,0.02,0.86,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,0.90,valid,0.0,0.0,0,1,2,No Action
0,0.94,0,0.02,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,1,0.4,NULL,0,0,0.95,0,0,0.93,0,0.96,0.94,0.97,0,0,0,0.98,0,0.0,0,meeting_request,0.01,0,0,0,0.01,0.92,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.95,valid,0.0,0.0,0,1,2,No Action
0,0.79,0,0.15,1,0,0,0.11,0,0,0,0,0,0,0.08,0.0,0,0,0,0,0.0,0,1,1,1.4,NULL,0,0,0.80,0,0,0.81,0,0.78,0.79,0.82,0,5,0,0.83,0,0.0,0,none,0.10,0,0,0,0.07,0.78,0,pass,pass,pass,1,TLS 1.2,5,0,0,0,0,0.84,valid,0.0,0.0,0,1,2,No Action
0,0.93,0,0.03,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,0,0,0.3,NULL,0,0,0.94,0,0,0.92,0,0.95,0.93,0.96,0,1,0,0.97,0,0.0,0,document_download,0.02,0,0,0,0.01,0.91,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.94,valid,0.0,0.0,0,1,2,No Action
0,0.86,0,0.07,1,0,0,0.05,0,0,0,0,0,0,0.04,0.0,0,0,0,0,0.0,0,1,1,0.9,NULL,0,0,0.87,0,0,0.85,0,0.88,0.87,0.89,0,2,0,0.90,0,0.0,0,meeting_request,0.05,0,0,0,0.03,0.84,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.90,0,0.04,1,0,0,0.03,0,0,0,0,0,0,0.02,0.0,0,0,0,0,0.0,0,0,1,0.6,NULL,0,0,0.91,0,0,0.89,0,0.92,0.90,0.93,0,1,0,0.94,0,0.0,0,none,0.03,0,0,0,0.02,0.88,0,pass,pass,pass,1,TLS 1.2,1,0,0,0,0,0.92,valid,0.0,0.0,0,1,2,No Action
0,0.81,0,0.12,1,0,0,0.09,0,0,0,0,0,0,0.07,0.0,0,0,0,0,0.0,0,1,0,1.3,NULL,0,0,0.82,0,0,0.83,0,0.80,0.81,0.84,0,4,0,0.85,0,0.0,0,document_download,0.08,0,0,0,0.06,0.80,0,pass,pass,pass,1,TLS 1.3,4,0,0,0,0,0.86,valid,0.0,0.0,0,1,2,No Action
0,0.95,0,0.01,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.2,NULL,0,0,0.96,0,0,0.94,0,0.97,0.95,0.98,0,0,0,0.99,0,0.0,0,meeting_request,0.01,0,0,0,0.0,0.93,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.96,valid,0.0,0.0,0,1,2,No Action
0,0.89,0,0.05,1,0,0,0.03,0,0,0,0,0,0,0.02,0.0,0,0,0,0,0.0,0,1,1,0.7,NULL,0,0,0.90,0,0,0.88,0,0.91,0.90,0.92,0,2,0,0.93,0,0.0,0,none,0.04,0,0,0,0.02,0.87,0,pass,pass,pass,1,TLS 1.2,2,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.91,0,0.03,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,0,1,0.5,NULL,0,0,0.92,0,0,0.90,0,0.93,0.91,0.94,0,1,0,0.95,0,0.0,0,document_download,0.02,0,0,0,0.01,0.89,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.93,valid,0.0,0.0,0,1,2,No Action
0,0.97,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.1,NULL,0,0,0.98,0,0,0.96,0,0.99,0.97,0.99,0,0,0,1.0,0,0.0,0,meeting_request,0.0,0,0,0,0.0,0.95,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.98,valid,0.0,0.0,0,1,2,No Action
0,0.85,0,0.08,1,0,0,0.06,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0.0,0,0,1,1.0,NULL,0,0,0.86,0,0,0.84,0,0.87,0.86,0.88,0,3,0,0.89,0,0.0,0,none,0.06,0,0,0,0.04,0.83,0,pass,pass,pass,1,TLS 1.2,3,0,0,0,0,0.90,valid,0.0,0.0,0,1,2,No Action
0,0.92,0,0.02,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,1,0,0.4,NULL,0,0,0.93,0,0,0.91,0,0.94,0.92,0.95,0,1,0,0.96,0,0.0,0,document_download,0.02,0,0,0,0.01,0.90,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.94,valid,0.0,0.0,0,1,2,No Action
0,0.88,0,0.06,1,0,0,0.04,0,0,0,0,0,0,0.03,0.0,0,0,0,0,0.0,0,0,0,0.8,NULL,0,0,0.89,0,0,0.87,0,0.90,0.89,0.91,0,2,0,0.92,0,0.0,0,meeting_request,0.04,0,0,0,0.03,0.86,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.83,0,0.11,1,0,0,0.08,0,0,0,0,0,0,0.06,0.0,0,0,0,0,0.0,0,1,1,1.2,NULL,0,0,0.84,0,0,0.82,0,0.85,0.84,0.86,0,4,0,0.87,0,0.0,0,none,0.07,0,0,0,0.05,0.81,0,pass,pass,pass,1,TLS 1.2,4,0,0,0,0,0.88,valid,0.0,0.0,0,1,2,No Action
0,0.94,0,0.02,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,1,0.3,NULL,0,0,0.95,0,0,0.93,0,0.96,0.94,0.97,0,0,0,0.98,0,0.0,0,document_download,0.01,0,0,0,0.01,0.92,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.95,valid,0.0,0.0,0,1,2,No Action
0,0.87,0,0.05,1,0,0,0.04,0,0,0,0,0,0,0.03,0.0,0,0,0,0,0.0,0,1,0,0.9,NULL,0,0,0.88,0,0,0.86,0,0.89,0.88,0.90,0,2,0,0.91,0,0.0,0,meeting_request,0.04,0,0,0,0.02,0.85,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,0.92,valid,0.0,0.0,0,1,2,No Action
0,0.90,0,0.04,1,0,0,0.03,0,0,0,0,0,0,0.02,0.0,0,0,0,0,0.0,0,0,1,0.7,NULL,0,0,0.91,0,0,0.89,0,0.92,0.90,0.93,0,1,0,0.94,0,0.0,0,none,0.03,0,0,0,0.02,0.88,0,pass,pass,pass,1,TLS 1.2,1,0,0,0,0,0.92,valid,0.0,0.0,0,1,2,No Action
0,0.82,0,0.13,1,0,0,0.09,0,0,0,0,0,0,0.07,0.0,0,0,0,0,0.0,0,1,0,1.3,NULL,0,0,0.83,0,0,0.81,0,0.84,0.83,0.85,0,5,0,0.86,0,0.0,0,document_download,0.08,0,0,0,0.06,0.80,0,pass,pass,pass,1,TLS 1.3,5,0,0,0,0,0.87,valid,0.0,0.0,0,1,2,No Action
0,0.96,0,0.0,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.2,NULL,0,0,0.97,0,0,0.95,0,0.98,0.96,0.99,0,0,0,0.99,0,0.0,0,meeting_request,0.0,0,0,0,0.0,0.94,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.97,valid,0.0,0.0,0,1,2,No Action
0,0.89,0,0.05,1,0,0,0.04,0,0,0,0,0,0,0.03,0.0,0,0,0,0,0.0,0,1,1,0.8,NULL,0,0,0.90,0,0,0.88,0,0.91,0.90,0.92,0,2,0,0.93,0,0.0,0,none,0.04,0,0,0,0.03,0.87,0,pass,pass,pass,1,TLS 1.2,2,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.93,0,0.02,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,0,0,0.5,NULL,0,0,0.94,0,0,0.92,0,0.95,0.93,0.96,0,1,0,0.97,0,0.0,0,document_download,0.02,0,0,0,0.01,0.91,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.94,valid,0.0,0.0,0,1,2,No Action
0,0.84,0,0.10,1,0,0,0.07,0,0,0,0,0,0,0.05,0.0,0,0,0,0,0.0,0,0,1,1.1,NULL,0,0,0.85,0,0,0.83,0,0.86,0.85,0.87,0,3,0,0.88,0,0.0,0,meeting_request,0.06,0,0,0,0.04,0.82,0,pass,pass,pass,1,TLS 1.3,3,0,0,0,0,0.89,valid,0.0,0.0,0,1,2,No Action
0,0.91,0,0.03,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,1,0,0.6,NULL,0,0,0.92,0,0,0.90,0,0.93,0.91,0.94,0,1,0,0.95,0,0.0,0,none,0.02,0,0,0,0.01,0.89,0,pass,pass,pass,1,TLS 1.2,1,0,0,0,0,0.93,valid,0.0,0.0,0,1,2,No Action
0,0.85,0,0.09,1,0,0,0.06,0,0,0,0,0,0,0.04,0.0,0,0,0,0,0.0,0,1,1,1.0,NULL,0,0,0.86,0,0,0.84,0,0.87,0.86,0.88,0,4,0,0.89,0,0.0,0,document_download,0.05,0,0,0,0.04,0.83,0,pass,pass,pass,1,TLS 1.3,4,0,0,0,0,0.90,valid,0.0,0.0,0,1,2,No Action
0,0.97,0,0.0,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,1,0.1,NULL,0,0,0.98,0,0,0.96,0,0.99,0.97,0.99,0,0,0,1.0,0,0.0,0,meeting_request,0.0,0,0,0,0.0,0.95,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.98,valid,0.0,0.0,0,1,2,No Action
0,0.88,0,0.04,1,0,0,0.03,0,0,0,0,0,0,0.02,0.0,0,0,0,0,0.0,0,0,0,0.7,NULL,0,0,0.89,0,0,0.87,0,0.90,0.89,0.91,0,2,0,0.92,0,0.0,0,none,0.03,0,0,0,0.02,0.86,0,pass,pass,pass,1,TLS 1.2,2,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.92,0,0.03,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,1,1,0.5,NULL,0,0,0.93,0,0,0.91,0,0.94,0.92,0.95,0,1,0,0.96,0,0.0,0,document_download,0.02,0,0,0,0.01,0.90,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.93,valid,0.0,0.0,0,1,2,No Action
0,0.80,0,0.14,1,0,0,0.10,0,0,0,0,0,0,0.08,0.0,0,0,0,0,0.0,0,0,0,1.4,NULL,0,0,0.81,0,0,0.79,0,0.82,0.81,0.83,0,5,0,0.84,0,0.0,0,meeting_request,0.09,0,0,0,0.07,0.79,0,pass,pass,pass,1,TLS 1.3,5,0,0,0,0,0.85,valid,0.0,0.0,0,1,2,No Action
0,0.94,0,0.01,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,1,0,0.3,NULL,0,0,0.95,0,0,0.93,0,0.96,0.94,0.97,0,0,0,0.98,0,0.0,0,none,0.01,0,0,0,0.01,0.92,0,pass,pass,pass,1,TLS 1.2,0,0,0,0,0,0.95,valid,0.0,0.0,0,1,2,No Action
0,0.86,0,0.07,1,0,0,0.05,0,0,0,0,0,0,0.04,0.0,0,0,0,0,0.0,0,1,0,0.9,NULL,0,0,0.87,0,0,0.85,0,0.88,0.87,0.89,0,3,0,0.90,0,0.0,0,document_download,0.05,0,0,0,0.03,0.84,0,pass,pass,pass,1,TLS 1.3,3,0,0,0,0,0.91,valid,0.0,0.0,0,1,2,No Action
0,0.91,0,0.04,1,0,0,0.02,0,0,0,0,0,0,0.01,0.0,0,0,0,0,0.0,0,0,1,0.6,NULL,0,0,0.92,0,0,0.90,0,0.93,0.91,0.94,0,1,0,0.95,0,0.0,0,meeting_request,0.03,0,0,0,0.02,0.89,0,pass,pass,pass,1,TLS 1.3,1,0,0,0,0,0.93,valid,0.0,0.0,0,1,2,No Action
0,0.77,0,0.17,1,0,0,0.11,0,0,0,0,0,0,0.09,0.0,0,0,0,0,0.0,0,1,1,1.5,NULL,0,0,0.78,0,0,0.76,0,0.79,0.78,0.80,0,6,0,0.81,0,0.0,0,none,0.11,0,0,0,0.08,0.78,0,pass,pass,pass,1,TLS 1.2,6,0,0,0,0,0.82,valid,0.0,0.0,0,1,2,No Action
0,0.95,0,0.01,1,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.2,NULL,0,0,0.96,0,0,0.94,0,0.97,0.95,0.98,0,0,0,0.99,0,0.0,0,document_download,0.01,0,0,0,0.0,0.93,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.96,valid,0.0,0.0,0,1,2,No Action
0,0.87,0,0.06,1,0,0,0.05,0,0,0,0,0,0,0.04,0.0,0,0,0,0,0.0,0,0,1,0.8,NULL,0,0,0.88,0,0,0.86,0,0.89,0.88,0.90,0,2,0,0.91,0,0.0,0,meeting_request,0.04,0,0,0,0.03,0.85,0,pass,pass,pass,1,TLS 1.3,2,0,0,0,0,0.92,valid,0.0,0.0,0,1,2,No Action
0,0.90,0,0.05,1,0,0,0.03,0,0,0,0,0,0,0.02,0.0,0,0,0,0,0.0,0,1,0,0.7,NULL,0,0,0.91,0,0,0.89,0,0.92,0.90,0.93,0,1,0,0.94,0,0.0,0,none,0.03,0,0,0,0.02,0.88,0,pass,pass,pass,1,TLS 1.2,1,0,0,0,0,0.92,valid,0.0,0.0,0,1,2,No Action
0,0.82,0,0.12,1,0,0,0.08,0,0,0,0,0,0,0.06,0.0,0,0,0,0,0.0,0,1,1,1.2,NULL,0,0,0.83,0,0,0.81,0,0.84,0.83,0.85,0,4,0,0.86,0,0.0,0,document_download,0.07,0,0,0,0.05,0.80,0,pass,pass,pass,1,TLS 1.3,4,0,0,0,0,0.87,valid,0.0,0.0,0,1,2,No Action
0,0.93,0,0.02,1,0,0,0.01,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0,0,1,0.4,NULL,0,0,0.94,0,0,0.92,0,0.95,0.93,0.96,0,0,0,0.97,0,0.0,0,meeting_request,0.01,0,0,0,0.01,0.91,0,pass,pass,pass,1,TLS 1.3,0,0,0,0,0,0.94,valid,0.0,0.0,0,1,2,No Action
